view,view_title,rank,label  (real | already-known | spurious),operator_notes,summary,figures,pattern_type,measure,breakdown,subspace,varied_along,hdp_size,commonness,exceptions,n_exceptions,score,conciseness,impact,fy_2023_24_caveat,merged_twin,framing_applied,new_in_this_run
view1,Activity Lifecycle - Every Planned Work and Its Money,11,,,"Across all activity_for_label values, Code 101 and Code 105 are lowest in overspend_vs_plan among output_type_label values",total Rs -51.96 crore; Code 101 = Rs -30.97 crore; Code 105 = Rs -15.11 crore; top: Code 109 = Rs 0; top: Code 110 = Rs -5.11 lakh; top: Code 102 = Rs -61.67 lakh,LAST_TWO,overspend_vs_plan,output_type_label,(whole view),subspace on activity_for_label,4,"('Code 101', 'Code 105') in 4/4 (100%): ALL/ General public, General, sc, st",,0,0.7211,0.7211,1.0,,,size shares attached (2b),
view1,Activity Lifecycle - Every Planned Work and Its Money,12,,,"Across all activity_for_label values, Drinking water and Sanitation lead in fund_tied_total among focus_area_name values",total Rs 17.66 crore; Drinking water = Rs 8.42 crore (47.7%); Sanitation = Rs 8.82 crore (49.9%); top: Sanitation = Rs 8.82 crore (49.9%); top: Drinking water = Rs 8.42 crore (47.7%); top: Roads = Rs 31.01 lakh (1.8%),TOP_TWO,fund_tied_total,focus_area_name,is_costless=Costed,subspace on activity_for_label,4,"('Drinking water', 'Sanitation') in 4/4 (100%): ALL/ General public, General, sc, st",,0,0.7211,0.7211,1.0,,,size shares attached (2b),
view1,Activity Lifecycle - Every Planned Work and Its Money,13,,,"Across all fiscal_year values, 10,000 and above and Under 2,500 are lowest in fund_sanctioned_total among gp_size values","total Rs 28.84 crore; 10,000 people and above = Rs 4.82 crore (16.7%); Under 2,500 people = Rs 2.73 crore (9.5%); top: 2,500 to 5,000 people = Rs 10.83 crore (37.5%); top: 5,000 to 10,000 people = Rs 10.47 crore (36.3%); top: 10,000 people and above = Rs 4.82 crore (16.7%)",LAST_TWO,fund_sanctioned_total,gp_size,(whole view),subspace on fiscal_year,6,"('10,000 people and above', 'Under 2,500 people') in 6/6 (100%): 2023-2024, 2024-2025, 2025-2026, 2021-2022, 2020-2021, 2022-2023",,0,0.7211,0.7211,1.0,,,size shares attached (2b),yes
view1,Activity Lifecycle - Every Planned Work and Its Money,14,,,"Across all fiscal_year values, Chikilli has the lowest fund_sanctioned_total among gp_name values",total Rs 28.84 crore; Chikilli = Rs 0 (0.0%); top: Sharagada = Rs 2.74 crore (9.5%); top: Kalimela = Rs 2.08 crore (7.2%); top: Laxmipur = Rs 1.88 crore (6.5%),OUTSTANDING_LAST,fund_sanctioned_total,gp_name,(whole view),subspace on fiscal_year,6,"('Chikilli',) in 6/6 (100%): 2023-2024, 2024-2025, 2025-2026, 2021-2022, 2020-2021, 2022-2023",,0,0.7211,0.7211,1.0,,,size shares attached (2b),
view1,Activity Lifecycle - Every Planned Work and Its Money,15,,,"Across all fiscal_year values, Other has the lowest gen_amount among tied_untied values",total Rs 28.48 crore; Other = Rs 1.02 crore (3.6%); top: Untied = Rs 16.75 crore (58.8%); top: Tied = Rs 10.71 crore (37.6%); top: Other = Rs 1.02 crore (3.6%),OUTSTANDING_LAST,gen_amount,tied_untied,(whole view),subspace on fiscal_year,6,"('Other',) in 6/6 (100%): 2023-2024, 2024-2025, 2025-2026, 2021-2022, 2020-2021, 2022-2023",,0,0.7211,0.7211,1.0,,,size shares attached (2b),
view2,Monthly Money Flows by Gram Panchayat,1,,,"Across all temporal_grain values, activity_linked_expenditure is increasing over (varies)",Varies across members -- see individual patterns,TREND,activity_linked_expenditure,(varies),(whole view),breakdown on temporal_grain,3,"('INCREASING',) in 3/3 (100%): month, quarter, fiscal_year",,0,0.7211,0.7211,1.0,,,recording-completeness framing (A6),
view2,Monthly Money Flows by Gram Panchayat,2,,,"Across all fiscal_year values, 10,000 and above and Under 2,500 are lowest in payment_amount among gp_size values","total Rs 68.58 crore; 10,000 people and above = Rs 11.62 crore (16.9%); Under 2,500 people = Rs 6.62 crore (9.7%); top: 5,000 to 10,000 people = Rs 27.77 crore (40.5%); top: 2,500 to 5,000 people = Rs 22.57 crore (32.9%); top: 10,000 people and above = Rs 11.62 crore (16.9%)",LAST_TWO,payment_amount,gp_size,(whole view),subspace on fiscal_year,6,"('10,000 people and above', 'Under 2,500 people') in 6/6 (100%): 2020-2021, 2021-2022, 2022-2023, 2023-2024, 2024-2025, 2025-2026",,0,0.7211,0.7211,1.0,,,per-GP-month companion (A4); size shares attached (2b),yes
view2,Monthly Money Flows by Gram Panchayat,3,,,"Across all fiscal_year values, 2,500 to 5,000 and 5,000 to 10,000 lead in activity_linked_expenditure among gp_size values","total Rs 24.00 crore; 2,500 to 5,000 people = Rs 8.19 crore (34.1%); 5,000 to 10,000 people = Rs 9.93 crore (41.4%); top: 5,000 to 10,000 people = Rs 9.93 crore (41.4%); top: 2,500 to 5,000 people = Rs 8.19 crore (34.1%); top: 10,000 people and above = Rs 3.53 crore (14.7%)",TOP_TWO,activity_linked_expenditure,gp_size,(whole view),subspace on fiscal_year,6,"('2,500 to 5,000 people', '5,000 to 10,000 people') in 6/6 (100%): 2020-2021, 2021-2022, 2022-2023, 2023-2024, 2024-2025, 2025-2026",,0,0.7211,0.7211,1.0,,,size shares attached (2b),yes
view2,Monthly Money Flows by Gram Panchayat,4,,,"Across all gp_size values, activity_linked_expenditure is increasing over month",total Rs 24.00 crore; top: 2025-03 = Rs 1.05 crore (4.4%); top: 2026-03 = Rs 99.60 lakh (4.2%); top: 2023-03 = Rs 86.39 lakh (3.6%),TREND,activity_linked_expenditure,month,(whole view),subspace on gp_size,4,"('INCREASING',) in 4/4 (100%): 5,000 to 10,000 people, 2,500 to 5,000 people, Under 2,500 people, 10,000 people and above",,0,0.7211,0.7211,1.0,,,recording-completeness framing (A6),yes
view2,Monthly Money Flows by Gram Panchayat,5,,,"Across all social_composition values, receipt_count shows seasonal pattern (PERIOD_12) over quarter","total 3,911 vouchers; top: 2024-Q1 = 395 vouchers (10.1%); top: 2021-Q1 = 379 vouchers (9.7%); top: 2022-Q1 = 379 vouchers (9.7%)",SEASONALITY,receipt_count,quarter,(whole view),subspace on social_composition,3,"('PERIOD_12',) in 3/3 (100%): Mixed, SC-majority, ST-majority",,0,0.7211,0.7211,1.0,,,,
view2,Monthly Money Flows by Gram Panchayat,6,,,"Across all fiscal_year values, Mixed accounts for the majority of activity_linked_expenditure among social_composition values",total Rs 24.00 crore; Mixed = Rs 19.04 crore (79.4%); top: Mixed = Rs 19.04 crore (79.4%); top: SC-majority = Rs 2.54 crore (10.6%); top: ST-majority = Rs 2.41 crore (10.0%),ATTRIBUTION,activity_linked_expenditure,social_composition,(whole view),subspace on fiscal_year,6,"('Mixed',) in 6/6 (100%): 2020-2021, 2021-2022, 2022-2023, 2023-2024, 2024-2025, 2025-2026",,0,0.7211,0.7211,1.0,,OUTSTANDING_1,size shares attached (2b),
view2,Monthly Money Flows by Gram Panchayat,7,,,"Across most fiscal_year values (5/6), SC-majority has the lowest payment_amount_mean among social_composition values. Exception: 2025-2026 (different pattern)",SC-majority = Rs 2.31 lakh; top: Mixed = Rs 5.30 lakh; top: ST-majority = Rs 4.38 lakh; top: SC-majority = Rs 2.31 lakh,OUTSTANDING_LAST,payment_amount_mean,social_composition,(whole view),subspace on fiscal_year,6,"('SC-majority',) in 5/6 (83%): 2020-2021, 2021-2022, 2022-2023, 2023-2024, 2024-2025",2025-2026 [TYPE_CHANGE],1,0.6373,0.6373,1.0,,,,
view2,Monthly Money Flows by Gram Panchayat,8,,,"Across most fiscal_year values (5/6), Bhubaneswar has the highest payment_count among block_name values. Exception: 2024-2025 (no clear pattern)","total 8,529 vouchers; Bhubaneswar = 2,135 vouchers (25.0%); top: Bhubaneswar = 2,135 vouchers (25.0%); top: Rangeilunda = 945 vouchers (11.1%); top: Bheden = 885 vouchers (10.4%)",OUTSTANDING_1,payment_count,block_name,(whole view),subspace on fiscal_year,6,"('Bhubaneswar',) in 5/6 (83%): 2020-2021, 2021-2022, 2022-2023, 2023-2024, 2025-2026",2024-2025 [NO_PATTERN],1,0.6373,0.6373,1.0,,,,
view2,Monthly Money Flows by Gram Panchayat,9,,,"Across most measure values (7/9), Mixed accounts for the majority of (varies) among social_composition values. Exception: payment_amount_mean (different pattern); receipt_amount_mean (different pattern)",Varies across members -- see individual patterns,ATTRIBUTION,(varies),social_composition,(whole view),measure on measure,9,"('Mixed',) in 7/9 (78%): payment_amount, receipt_amount, payment_count, receipt_count, activity_linked_expenditure, sanctions_count, sanctioned_amount",payment_amount_mean [TYPE_CHANGE] | receipt_amount_mean [TYPE_CHANGE],2,0.5737,0.5737,1.0,,OUTSTANDING_1,per-GP-month companion (A4); size shares attached (2b),
view2,Monthly Money Flows by Gram Panchayat,10,,,"Across most gp_size values (3/4), sanctions_count has a significant shift at 2020-10 in month. Exception: 10,000 and above (sanctions_count has a significant shift at 2021-01 in month)","total 2,040 sanctions; 2020-10 = 19 sanctions (0.9%); top: 2026-01 = 76 sanctions (3.7%); top: 2023-05 = 66 sanctions (3.2%); top: 2025-12 = 66 sanctions (3.2%)",CHANGE_POINT,sanctions_count,month,(whole view),subspace on gp_size,4,"('2020-10',) in 3/4 (75%): 5,000 to 10,000 people, 2,500 to 5,000 people, Under 2,500 people","10,000 people and above [HIGHLIGHT_CHANGE] ('2021-01',)",1,0.5474,0.5474,1.0,,,,yes
view2,Monthly Money Flows by Gram Panchayat,11,,,"Across most gp_size values (3/4), payment_amount_mean shows seasonal pattern (PERIOD_12) over month. Exception: 10,000 and above (different pattern)",top: 2022-03 = Rs 22.47 lakh; top: 2026-03 = Rs 20.12 lakh; top: 2021-03 = Rs 17.20 lakh,SEASONALITY,payment_amount_mean,month,(whole view),subspace on gp_size,4,"('PERIOD_12',) in 3/4 (75%): 5,000 to 10,000 people, 2,500 to 5,000 people, Under 2,500 people","10,000 people and above [TYPE_CHANGE]",1,0.5474,0.5474,1.0,,,,yes
view2,Monthly Money Flows by Gram Panchayat,12,,,"Across most temporal_grain values (2/3), payment_count shows seasonal pattern (PERIOD_12) over (varies). Exception: fiscal_year (no clear pattern)",Varies across members -- see individual patterns,SEASONALITY,payment_count,(varies),(whole view),breakdown on temporal_grain,3,"('PERIOD_12',) in 2/3 (67%): month, quarter",fiscal_year [NO_PATTERN],1,0.4877,0.4877,1.0,,,,
view2,Monthly Money Flows by Gram Panchayat,13,,,"Across most social_composition values (2/3), sanctions_count is increasing over fiscal_year. Exception: ST-majority (no clear pattern)","total 2,040 sanctions; top: 2025-2026 = 485 sanctions (23.8%); top: 2024-2025 = 404 sanctions (19.8%); top: 2022-2023 = 343 sanctions (16.8%)",TREND,sanctions_count,fiscal_year,(whole view),subspace on social_composition,3,"('INCREASING',) in 2/3 (67%): Mixed, SC-majority",ST-majority [NO_PATTERN],1,0.4877,0.4877,1.0,,,,
view2,Monthly Money Flows by Gram Panchayat,14,,,"Across most measure values (7/9), 10,000 and above and Under 2,500 are lowest in (varies) among gp_size values. Exception: payment_amount_mean (no clear pattern); receipt_amount_mean (no clear pattern)",Varies across members -- see individual patterns,LAST_TWO,(varies),gp_size,social_composition=Mixed,measure on measure,9,"('10,000 people and above', 'Under 2,500 people') in 7/9 (78%): payment_amount, receipt_amount, payment_count, receipt_count, activity_linked_expenditure, sanctions_count, sanctioned_amount",payment_amount_mean [NO_PATTERN] | receipt_amount_mean [NO_PATTERN],2,0.4791,0.5737,0.8352,,,per-GP-month companion (A4); size shares attached (2b),yes
view2,Monthly Money Flows by Gram Panchayat,15,,,"Across most measure values (7/9), 2,500 to 5,000 and 5,000 to 10,000 lead in (varies) among gp_size values. Exception: payment_amount_mean (no clear pattern); receipt_amount_mean (no clear pattern)",Varies across members -- see individual patterns,TOP_TWO,(varies),gp_size,social_composition=Mixed,measure on measure,9,"('2,500 to 5,000 people', '5,000 to 10,000 people') in 7/9 (78%): payment_amount, receipt_amount, payment_count, receipt_count, activity_linked_expenditure, sanctions_count, sanctioned_amount",payment_amount_mean [NO_PATTERN] | receipt_amount_mean [NO_PATTERN],2,0.4791,0.5737,0.8352,,,per-GP-month companion (A4); size shares attached (2b),yes
view3,Gram Panchayat Report Card by Year,1,,,"Across most gp_size values (3/4), expenditure_total_mean is decreasing over fiscal_year. Exception: 10,000 and above (no clear pattern)",top: 2020-2021 = Rs 26.94 lakh per Gram Panchayat-year; top: 2021-2022 = Rs 22.76 lakh per Gram Panchayat-year; top: 2022-2023 = Rs 22.21 lakh per Gram Panchayat-year,TREND,expenditure_total_mean,fiscal_year,(whole view),subspace on gp_size,4,"('DECREASING',) in 3/4 (75%): 5,000 to 10,000 people, 2,500 to 5,000 people, Under 2,500 people","10,000 people and above [NO_PATTERN]",1,0.5474,0.5474,1.0,,,,yes
view3,Gram Panchayat Report Card by Year,2,,,"Across most social_composition values (2/3), overspend_vs_plan_mean is evenly distributed across block_name values. Uneven only in: ST-majority (not evenly spread) -- this is about how the total is spread, not about how much any one of them spends",top: Bhubaneswar = Rs -14.58 lakh per Gram Panchayat-year; top: Lahunipara = Rs -15.10 lakh per Gram Panchayat-year; top: Baranga = Rs -18.40 lakh per Gram Panchayat-year,EVENNESS,overspend_vs_plan_mean,block_name,(whole view),subspace on social_composition,3,"('EVEN',) in 2/3 (67%): Mixed, SC-majority",ST-majority [NO_PATTERN],1,0.4877,0.4877,1.0,,,,yes
view3,Gram Panchayat Report Card by Year,3,,,"Across most social_composition values (2/3), overspend_vs_plan is spread evenly across district_name values -- it belongs to all of them and no single district_name accounts for it. Uneven only in: ST-majority (not evenly spread) -- this is about how the total is spread, not about how much any one of them spends",total Rs -51.96 crore; top: Rayagada = Rs -1.24 crore; top: Sundargarh = Rs -2.19 crore; top: Khordha = Rs -2.63 crore,EVENNESS,overspend_vs_plan,district_name,(whole view),subspace on social_composition,3,"('EVEN',) in 2/3 (67%): Mixed, SC-majority",ST-majority [NO_PATTERN],1,0.4877,0.4877,1.0,,,evenness reframed (A3); per-GP-month companion (A4); size shares attached (2b),yes
view3,Gram Panchayat Report Card by Year,4,,,"Across most social_composition values (2/3), overspend_vs_sanction_mean is evenly distributed across gp_name values. Uneven only in: ST-majority (not evenly spread) -- this is about how the total is spread, not about how much any one of them spends",top: Chikilli = Rs 0 per Gram Panchayat-year; top: Govindapur = Rs -1.16 lakh per Gram Panchayat-year; top: Hirlipali = Rs -1.75 lakh per Gram Panchayat-year,EVENNESS,overspend_vs_sanction_mean,gp_name,(whole view),subspace on social_composition,3,"('EVEN',) in 2/3 (67%): Mixed, SC-majority",ST-majority [NO_PATTERN],1,0.4877,0.4877,1.0,,,,yes
view3,Gram Panchayat Report Card by Year,5,,,"Across most social_composition values (2/3), n_admin_approvals_mean forms a peak at 2024-2025 over fiscal_year. Exception: Mixed (no clear pattern)",2024-2025 = 19.6 approval records per Gram Panchayat-year; top: 2023-2024 = 21.2 approval records per Gram Panchayat-year; top: 2024-2025 = 19.6 approval records per Gram Panchayat-year; top: 2020-2021 = 18.1 approval records per Gram Panchayat-year,UNIMODALITY,n_admin_approvals_mean,fiscal_year,(whole view),subspace on social_composition,3,"('PEAK', '2024-2025') in 2/3 (67%): SC-majority, ST-majority",Mixed [NO_PATTERN],1,0.4877,0.4877,1.0,,,,yes
view3,Gram Panchayat Report Card by Year,6,,,"Across most social_composition values (2/3), expenditure_total is decreasing over fiscal_year. Exception: SC-majority (different pattern)",total Rs 25.35 crore; top: 2020-2021 = Rs 5.39 crore (21.3%); top: 2021-2022 = Rs 4.55 crore (18.0%); top: 2022-2023 = Rs 4.44 crore (17.5%),TREND,expenditure_total,fiscal_year,(whole view),subspace on social_composition,3,"('DECREASING',) in 2/3 (67%): Mixed, ST-majority",SC-majority [TYPE_CHANGE],1,0.4877,0.4877,1.0,,,,yes
view3,Gram Panchayat Report Card by Year,7,,,"Across most measure values (17/28), Mixed accounts for the majority of (varies) among social_composition values. Exceptions: n_completed (SC-majority accounts for the majority of (varies) among social_composition values); sanctioned_total_mean (no clear pattern); overspend_vs_plan (different pattern) and 8 others",Varies across members -- see individual patterns,ATTRIBUTION,(varies),social_composition,has_panchayat_bhawan=Yes,measure on measure,28,"('Mixed',) in 17/28 (61%): n_plans, n_activities, n_costed, n_costless, planned_cost, sanctioned_total, expenditure_total, payment_amount, receipt_amount, n_admin_approvals, n_tech_approvals, n_ongoing, n_abandoned, n_with_evidence, evidence_uploads, payment_amount_mean, receipt_amount_mean","n_completed [HIGHLIGHT_CHANGE] ('SC-majority',) | sanctioned_total_mean [NO_PATTERN] | overspend_vs_plan [TYPE_CHANGE] | overspend_vs_sanction [TYPE_CHANGE] | n_activities_mean [TYPE_CHANGE] | planned_cost_mean [TYPE_CHANGE] | expenditure_total_mean [TYPE_CHANGE] | overspend_vs_plan_mean [TYPE_CHANGE] | overspend_vs_sanction_mean [TYPE_CHANGE] | n_admin_approvals_mean [TYPE_CHANGE] | evidence_uploads_mean [TYPE_CHANGE]",11,0.1916,0.271,0.7071,,,per-GP-month companion (A4); size shares attached (2b),yes
